no,ministry,bureau,name,code,account,new_or_continue,support_type,subsidy_rate,executor,beneficiary,period,total_cost,budget_2025,budget_2026,cost_5y,budget_nums,daegu_mention,region_scope,purpose,history,basis,page,source,volume,source_url
19,산업통상부,,국가첨단전략산업특화단지연대협력지원사업(R&D),3171-419,일반회계,,,,한국산업기술진흥원,"국가첨단전략산업 특화단지 관련 기업, 대학, 연구기관 등",‘24 ~ ’28 (5년),,6300,12122,"- - 4,500 6,300 12,122",,,,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 - (‘22.08월) 「국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법」 시행 - (’22.11월) 국가첨단전략산업 특화단지 추진계획 의결(제1차 첨단전략산업위원회) - (’22.12월) 「국가첨단전략산업 특화단지 지정 등에 관한 운영지침」 고시 - (‘22.12월) 반도체, 이차전지, 디스플레이 국가첨단전략산업 특화단지 공모 - (’23.03월) 국가첨단산업 육성전략 수립(제14차 비상경제민생회의) - (’23.05월) 제1차 국가첨단전략산업 육성 기본계획(’23~‘27) 수립(제2차 첨단전략산업위원회) - (’23.07월) 반도체, 이차전지, 디스플레이 특화단지 7개 지정(제3차 첨단전략산업위원회) - (‘23.12월) 바이오 국가첨단전략산업 특화단지 공모 - (’24.03월) 첨단전략산업 특화단지 종합지원방안 수립(제5차 첨단전략산업위원회) - (’24.06월) 바이오 첨단전략산업 특화단지 5개 지정(제",,1468,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf),3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
20,산업통상부,,반도체 소모품 실증센터 구축,3171-424,일반회계,,,,한국산업기술진흥원(전문기관),기업ㆍ연구소ㆍ대학 등,"‘24~’28, 총 5년",해당없음,2400,5610,"- - 2,000 2,400 5,610","2,000|2,400|2,400|5,610|5,610|3,210|133|2,000",,,,"- (’22.5월) 국정과제 발표 (24. 반도체․AI․배터리 등 미래 전략산업 초격차 확보 등) - (’22.7월) ‘반도체 초강대국 달성전략’ 발표 * 소부장 R&D 사업을 ‘추격형 국산화’에서 ‘시장선도형’으로 대폭 전환, ‘30년까지 자립화율 50% 달성 - (’22.8월) 「국가첨단전략산업법」시행 * 소부장 경쟁력 강화를 위해 시험평가 검증 및 생산활동 지원 - 1471 -","□ 반도체 소모품 실증센터 구축 : (2025 본예산) 2,400 → (2026 예산) 5,610백만원, +133.75% ① 반도체 소모품 실증센터 구축 : (2025 본예산) 2,310 → (2026 예산) 5,414백만원, +134.37% - (요구) 구축 추진계획에 따른 연구·양산 단계의 실증지원 등 장비구축을 위한 5,414백만원 요구 - (산출) 5,414백만원(3년차 사업비) x 1개 과제 x 12/12개월 = 5,414백만원 ② 사업관리비 : (2025 본예산) 84 → (2026 예산) 196백만원, +133.33% - (요구) 사업의 원활한 운영 및 관리를 위한 사업관리비 196백만원 요구 - (산출) 5,610백만원(3년차 사업비) x 3.5%내외 x 12/12개월 = 196백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 사업출연금(350-02) : 2,400백만원 ○ 기관운영출연금(350-01) : 196백만원(사업관리비) 가. 사업 운영 및 관리를 위한 사업관리비(84백만원) 가. 사업 운영 및 관리를 위한 사업관리비(160백만원) ㆍ 사업비 3.5% 내외 : 2,400백만원 x 3.5%내외 x 12/12개월 ㆍ 사업비 3.5% 내외 : 5,610백만원 x 3.5%내외 x 12/12개월 6,400 5,100 ○ 사업출연금(350-02) : 5,414백만원(사업비) 나. 반도체 소모품 실증센터 구축(2,310백만원) ㆍ반도체 소모품 실증·지원 관련 시험분석 장비 구축(1개 과 가. 반도체 소모품 실증센터",1481,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf),3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
21,산업통상부,,EV배터리접합기술실증기반구축,3171-427,일반회계,,,,(전문기관)한국산업기술진흥원 / (주관기관) 한국자동차연구원,이차전지 관련 기업ㆍ연구소ㆍ대학 등,2024 ~ 2028년(5년),해당없음,1920,1913,"- - 1,500 1,920 1,913","1,500|1,920|1,920|1,913|1,913|7|0|25",,,,"ㅇ 新성장 4.0 전략 추진계획(‘22.12월), 신성장 4.0전략 ‘23년 추진계획 및 연도별 로드맵(‘23.2월), 이차전지 산업 혁신전략(‘22.11월), 자동차 부품기업 미래차 전환 지원전략(‘21.6월) 등 * 이차전지 新시장 초격차 확보를 위한 차세대 배터리 상용화 기술개발 등 사업추진 * 차세대 배터리 개발·상용화를 위한 배터리 접합부 평가기준 확립 및 실증 인프라 구축 * 차세대 이차전지용 소부장 요소기술 확보, 이차전지 소부장 핵심기업 육성 등 - 1479 -","(1) EV배터리접합기술실증기반구축 : (2025) 1,852.8 → (2026요구) 1,846.045백만원, △0.36% - (요구) EV배터리 단위요소별(모듈,팩 등) 접합기술 실증기반 구축을 위한 초음파 용접시스템 등 핵심 장비구축 및 시험평가 개발, 기술지원 등 - (산출) 1개 과제 × 1,846.045백만원(3년차 사업비) × 12/12개월 = 1,846.045백만원 (2) 사업관리비 : (2025) 67.2 → (2026요구) 66.955백만원, △0.36% - (요구) 효율적 사업 운영 및 성과 제고 등을 위한 기획평가관리비 - (산출) 1,913백만원(사업비) × 3.5% = 66.955백만원 - 1480 - ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 ’25년 예산 ’26년 예산 예산 산출내역 예산 산출내역 ○ 사업출연금(350-02) : 1,846.045백만원 ○ 사업출연금(350-02) : 1,920백만원 가. EV배터리 접합기술 실증지원센터 구축 지원 (1,846.045백만원) ㆍ 물성·공정·품질·검사 장비 등 접합기술 실증 인프라 구축 및 가. EV배터리 접합기술 실증지원센터 구축 지원 (1,852.8백만원) 1,920 1,913 EV배터리 접합 DB구축, 물성‧공정 평가 등 기업 기술지원 등 ㆍ 물성·공정·품질·검사 장비 등 접합기술 실증 인프라 구축 및 기업기술지원 등 : 1,852.8백만원 ○ 기관운영출연금(350-01) : 66.955백만원 나 사업관리비 : 사업 진행을 위한 기획평가관리비 : 67.2백만원 나 사업관리비 : 사업 진행을 위한 기획평가관리비 :",1489,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf),3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
22,산업통상부,,이차전지실시간고도분석센터,3171-428,일반회계,,,,한국산업기술진흥원,"이차전지 관련 기업, 연구소, 대학 등 비영리기관",’24~’28,,3200,3579,"- - 2,500 3,200 3,579","2,500|3,200|3,200|3,579|3,579|379|11|2,500",,,,- ’22.11월 : 이차전지 산업혁신 전략 - ’23.4월 : 이차전지 산업경쟁력 강화 국가전략 - ’23.5월 : 국가첨단전략산업 육성 기본계획 - ’23.7월 : 국가첨단전략산업 특화단지 지정,"□ 이차전지실시간고도분석센터 : (2025 본예산) 3,200백만원 → (2026 ) 3,579백만원, 379백만원 증액 ① 이차전지실시간고도분석센터 : (2025 본예산) 3,100백만원 → (2026) 3,470백만원, 370백만원 증액 - (요구) 배터리 성능 충방전기, 실시간 수차보정 환경형 투과전자현미경 시스템 등 실시간 분석을 위한 핵심 장비구축을 위한 3,470백만원 요구 - (산출) 3,470백만원(3년차 사업비) x 1개 과제 x 12/12개월 = 3,470백만원 ② 사업관리비 : (2025 본예산) 100백만원 → (2026) 109백만원, 9백만원 증액 - (요구) 사업의 원활한 운영 및 관리를 위한 사업관리비 109백만원 요구 - (산출) 3,470백만원(3년차 사업비) x 3.0%내외 x 12/12개월 = 109백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 기관운영출연금(350-01) : 109백만원(사업관리비) ○ 사업출연금(350-02) : 3,200백만원 가. 사업 운영 및 관리를 위한 사업관리비(109백만원) 가. 이차전지실시간고도분석센터(3,100백만원) ㆍ 사업비 3.0% 내외 : 3,470백만원 x 3.0%내외 x 12/12개월 3,200 ㆍ 소재 표면 및 단면 나노 단위 분석을 위한 비파괴 구조분석 장비 5,100 등 장비구축 1개 과제 x 3,100백만원 x 12/12개월(사업비) ○ 사업출연금(350-02) : 3,470백만원(사업비) 나. 사업 운영 및 관리를 위한 사업관리비(1",1501,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf),3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
23,산업통상부,,EV용고에너지밀도리튬이온전지화재안전성평가기반구축,3171-429,일반회계,,,,한국산업기술진흥원,"이차전지 관련 기업, 연구소, 대학 등 비영리기관",’24~’26,,6400,5100,"- - 3,500 6,400 5,100","3,500|6,400|6,400|5,100|5,100|1,300|20|3,500",,,,- ’22.11월 : 이차전지 산업혁신 전략 - ’23.4월 : 이차전지 산업경쟁력 강화 국가전략 - ’23.5월 : 국가첨단전략산업 육성 기본계획 - ’23.7월 : 국가첨단전략산업 특화단지 지정,"□ EV용고에너지밀도리튬이온전지화재안전성평가기반구축 : (2025 본예산) 6,400백만원 → (2026) 5,100백만원, 1,300백만원 감액 ① EV용고에너지밀도리튬이온전지화재안전성평가기반구축 : (2025 본예산) 6,200백만원 → (2026) 4,947백만원, 1,253백만원 감액 - (요구) 가스열량분석시스템, 열폭주 평가장비 등 화재안전성 평가 관련 장비구축을 위한 4,947백만원 요구 - (산출) 4,947백만원(3년차 사업비) x 1개 과제 x 12/12개월 = 4,947백만원 ② 사업관리비 : (2025 본예산) 200백만원 → (2026) 153백만원, 47백만원 감액 - (요구) 사업의 원활한 운영 및 관리를 위한 사업관리비 153백만원 요구 - (산출) 4,947백만원(3년차 사업비) x 3.0%내외 x 12/12개월 = 153백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 기관운영출연금(350-01) : 153백만원(사업관리비) ○ 사업출연금(350-02) : 6,400백만원 가. 사업 운영 및 관리를 위한 사업관리비(153백만원) 가. EV용고에너지밀도리튬이온전지화재안전성평가기반구축(6,200백만원) ㆍ 사업비 3.0% 내외 : 4,947백만원 x 3.0%내외 x 12/12개월 6,400 ㆍ 집진시스템, 과충전평가장비 등 장비구축을 위한 5,100 1개 과제 x 6,200백만원 x 12/12개월(사업비) ○ 사업출연금(350-02) : 4,947백만원(사업비) 나. 사업 운영 및 관리를 위한 사",1511,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf),3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
24,산업통상부,,시스템반도체검증지원센터구축,3171-432,일반회계,,,,한국산업기술기획평가원,"비영리 협·단체, 기업, 대학, 연구소 등",’24 ~ ‘28,,2400,2855,"- - 3,000 2,400 2,855","3,000|2,400|2,400|3,060|2,855|455|18|3,000",,,,"ㅇ 시스템반도체 비전과 전략 수립(관계부처합동, ‘19.4) ㅇ 주력산업의 新부가가치 창출 지원(‘21년 정부연구개발투자방향 및 기준, ‘20.3) - BIG 3(시스템반도체, 바이오헬스, 미래차) 등 미래시장 선점을 위한 핵심소재 기술개발 지원 ㅇ 실효적인 반도체산업 지원대책 마련(‘22.4) - R&D 및 시설 투자 세제공제 확대, 전력 · 공업 용수 등 인프라 신속 지원 - 대기업과 중소벤처기업 간 협력 모델을 통한 반도체 생태계 강화 지원 - 경쟁국 수준에 맞게 반도체 산업 관련 지원시스템 정비 ㅇ ‘반도체 초강대국 달성 전략’ 에 시스템반도체 생태계 부문별 역량 강화 명시 (‘22.7) - 1511 - ㅇ ‘시스템반도체 생태계 강화 이행전략’ 중 전략② 생태계 경쟁력 업그레이드 명시 (‘23.3) ㅇ 시스템반도체 초격차를 위한 미션으로 제시된 “첨단 시스템반도체 강국 도약”을 위한 프로젝트에 부합 (‘23.3)","□ 시스템반도체검증지원센터구축 : (2025 본예산) 2,400백만원 → (2026) 2,855백만원, 455백만원 증액 - (요구) 설계검증환경 구축, 검증기술 개발 및 체계 구축, 전문인력을 통한 상용화 지원을 위한 예산 요구 - (산출) 설계검증환경(1,678백만원) + 검증기술개발 및 체계구축(557백만원) + 전문인력을 통한 상용화 지원 (620백만원) ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 사업출연금(350-02) : 2,400백만원 ○ 사업출연금(350-02) : 2,855백만원 가. 설계검증환경구축(1,678백만원) 가. 설계검증환경구축 (1,678백만원) ㆍ 설계검증장비 및 원격보안서버 : 1,678백만 ㆍ설계검증 및 성능검증 장비비 : 1,678백만원 2,400 2,855 나. 검증기술개발 및 체계구축 (557백만원) 나. 검증기술개발 및 체계구축(100백만원) ㆍ 검증환경유지보수 및 검증기술체계고도화 : 557백만 ㆍ 검증환경 유지비 및 비영리기관 간접비용 : 100백만원 다. 전문인력을 통한 상용화 지원(620백만원) 다. 전문인력을 통한 상용화 지원(622백만원) ㆍ 상용화지원, 인건비, 재료, 인력 양성, 간접비 : 620백만원 ㆍ 온/오프라인 홍보비, 기관 활동비 : 622백만원",1521,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf),3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
25,산업통상부,,미래차 전장부품 시스템반도체 신뢰성검증센터 구축,3171-434,일반회계,,,,한국산업기술진흥원,관련 중소‧중견기업,`24~`27(4년),해당없음,3240,3716,"- - 4,300 3,240 3,716",,,,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 - `22.7월 : 산업부, 관계부처 합동 ‘반도체 초강대국 달성전략’ 발표 - `22.8월 : 국가첨단전략산업법 - 소부장 경쟁력 강화를 위해 시험평가 검증 및 생산활동 지원",,1530,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf),3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
26,산업통상부,,반도체 소재·부품 시험평가센터 구축,3171-435,일반회계,,,,한국산업기술진흥원,"기업, 대학, 연구기관 등",‘24 ~ ’28 (5년),,2000,2125,"- - 5,000 2,000 2,125",,,,,- (‘22.08월) 「국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법」 시행 - (’22.11월) 국가첨단전략산업 특화단지 추진계획 의결(제1차 첨단전략산업위원회) - (’22.12월) 「국가첨단전략산업 특화단지 지정 등에 관한 운영지침」 고시 - (‘22.12월) 국가첨단전략산업 특화단지 공모 - (’23.03월) 국가첨단산업 육성전략(제14차 비상경제민생회의) - (’23.05월) 제1차 국가첨단전략산업 육성 기본계획(’23~‘27) 수립(제2차 첨단전략산업위원회) - (’23.07월) 국가첨단전략산업 특화단지 7개 지정(제2차 첨단전략산업위원회) - 1529 -,,1539,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf),3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
27,산업통상부,,지능형 반도체 개발·실증 지원,3171-436,일반회계,,,,한국산업기술진흥원(전문기관),팹리스 기업 등,‘24~’27 (4년),해당없음,2712,3458,"- - 3,390 2,712 3,458","3,390|2,712|2,712|3,458|3,458|746|27|3,390",,전국,,"- 국정과제 24 반도체․AI․배터리 등 미래 전략산업 초격차 확보 등 - 산업부, 관계부처 합동 ‘인공지능(AI) 반도체 산업 발전전략’ 발표(’20.7)","□ 지능형 반도체 개발·실증 지원 : (2025 본예산) 2,712 → (2026 예산) 3,458백만원, +27.51% ① 지능형 반도체 개발·실증 지원 : (2025 본예산) 2,617 → (2026 예산) 3,337백만원, +27.51% - (요구) 지능형 반도체 개발·실증 지원 추진 계획에 따른 설계툴, 시제품 제작, 실증지원을 위한 장비구축 및 운영비 3,337백만원 요구 - (산출) 3,337백만원(2단계 1년차 사업비) x 1개 과제 x 12/12개월 = 3,337백만원 ② 사업관리비 : (2025 본예산) 95 → (2026 예산) 121백만원, +27.37% - (요구) 사업의 원활한 운영 및 관리를 위한 사업관리비 121백만원 요구 - (산출) 3,458백만원(2단계 1년차 사업비) x 3.5%내외 x 12/12개월 = 121백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 기관운영출연금(350-01) : 121백만원(사업관리비) ○ 사업출연금(350-02) : 2,712만원 가. 사업 운영 및 관리를 위한 사업관리비(121백만원) 가. 지능형 반도체 개발·실증 지원(2,617백만원) ㆍ 사업비 3.5% 내외 : 3,458백만원 x 3.5%내외 x 12/12개월 ㆍ지능형 반도체 개발·실증 지원 EDA 설계툴, 설계검증장비 6,400 구축을 위한 1개 과제 x 2,617백만원 x 12/12개월(사업비) 5,100 ○ 사업출연금(350-02) : 3,337백만원(사업비) 나. 사업 운영 및 관리를 위한 사업관리",1548,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf),3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
28,산업통상부,,시스템반도체기업성장사다리조성사업,3171-446,일반회계,,,,한국산업기술기획평가원,"기업, 대학, 협·단체 등",’26~‘30,,0,8758,"- - - - 8,758","8,758|8,758|8,758|8,758|8,758|8,758|8,758|350",,,,- 2019년 시스템반도체 비전과 전략 수립(관계부처합동) - 2020년 AI반도체 산업 발전 전략 - 2021년 K-반도체 전략(관계부처합동) - 2024년 초격차 프로젝트(관계부처합동) - 2025년 시스템반도체 기업성장 사다리 조성사업 사전 기획 - 1547 -,"□ 시스템반도체 기업성장사다리 조성 : (2025) 0 → (2026 예산) 8,758백만원, 순증 - (요구) 기 구축된 시스템반도체 창업·초기기업 지원 인프라 기반, 팹리스 기업 성장 지원을 위한 8,758백만원 - (산출) 사무공간지원, EDA·설계환경구축, 시제품제작(MPW) 및 컨설팅 총 8,758백만원 ➀ 사무공간지원 : 200백만원 (16개 사무공간 x 25백만 x 50%) ➁ EDA·설계환경구축 : 3,000백만원 (5社 x 600백만) ➂ 시제품제작(MPW) 및 컨설팅 : 5,558백만원 (일반공정 10건 x 60백만 + 미세공정 6건 x 225백만 + 초미세 공정 5건 x 700백만 + 지원프로그램 6건 x 18.3백만) ㅇ 2025년도 예산 및 2026년도 예산안 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 < 시스템반도체 기업성장사다리 : 8,758백만원> 가. (사무공간지원) 200백만원 ㆍ16개 사무공간 x 25백만 x 50% - - 185,060 나. (EDA설계환경구축) 3,000백만원 ㆍ EDA 설계툴 5社 x 600백만 다. 시제품제작(MPW) 및 컨설팅 : 5,558백만원 ㆍ 일반공정 10건 x 60백만 + 미세공정 6건 x 225백만 + 초미세 공정 5건 x 700백만 + 지원프로그램 6건 x 18.3백만 - 1548 -",1557,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf),3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
29,산업통상부,첨단산업정책국,첨단 반도체 양산연계형 미니팹 기반구축(R&D),3171-457,일반회계,,,,(전문) 한국산업기술진흥원 / (수행기관) 민-관협력 비영리재단,반도체 소재·부품·장비 기업,‘25~’31,"4,469.6억원",100,115737,"- - - 100 115,737","100|115,737|115,737|115,636|1,156|100|100|100",,지역지정,,- (’18. 12月) ‘19년 산업부 업무보고 ‘반도체 특화 클러스터’ 조성 추진 - (’19. 05月) 소재·부품·장비 경쟁력 강화 위원회 ‘소부장 특화단지 지정(안)’ 심의 - (’21. 05月) 산업부 종합반도체 강국 실현을 위한 K-반도체 전략 발표 - (’22. 07月) 관계부처합동 「반도체 초강대국 달성전략」 발표 - (’23. 04月) 산업부 「산업대전환 초격차 프로젝트」 발표 - (’23. 05月) 제2차 첨단전략산업위원회 국가첨단전략산업 특화단지 지정 - (’23. 12月) 과기부 ’23-4차 국가연구개발사업 예비타당성조사 대상 신청 - (’24. 01月) 관계부처합동 「반도체 메가클러스터 조성방안」발표 - (’24. 02月) 과기부 ’23-4차 국가연구개발사업 예비타당성조사 대상 선정 - (’24. 11月) 과기부 ’23-4차 R&D 예타 통과 - (’25. 04月) 관계부처합동 「글로벌 반도체 경쟁력 선점을 위한 재정투자 강화 방안」 발표,"① 첨단반도체양산연계형미니팹기반구축 : (‘2025 본예산) 100벡만원→ (2026요구) 115,737백만원, 115,636벡만원 증액 - (요구) 인프라 구축(‘27.上 예정) 완료 이후 미니팹 본격 운영을 위한 준비 소요를 위한 115,737백만원 요구 (장비구축비 115,260백만원, 운영비 477백만원) - (산출) 115,737백만원(2년차 사업비) × 1개 계속과제 ㅇ 2025년도 예산 및 2026년도 예산안 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 115,737백만원 (2년차 사업비) × 1개 계속 과제 100백만원 (1년차 사업비) × 1개 신규 과제 = 115,737백만원 = 100백만원 ▪ 미니팹 인프라 본격 운영(‘27.上) 이전 사전 ▪ 미니팹 운영체계 구축 준비(장비구축 및 서바스 가획) 소요 ① (운영비) 미니팹 구축 제반(운영계획) 및 115,7 ① (장비구축비) 115,260백만원 (양산타당성 100 비영리재단 초기 운영인력 인건비 등 소요 37 서비스 필수 전공정 및 계측장비 등 및 양산 중 장비 도입을 위한 감정평가비 등) ② (운영비) 477백만원 (양산타당성 평가, 클린룸 임대, 기술 로드맵 수립, 인력양성 등 서비스 운영 준비 및 재단인력 인건비) - 1556 -",1565,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf),3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
30,산업통상부,,첨단전략산업특화단지기반시설구축지원사업,3171-463,일반회계,,,,한국산업단지공단,"청주, 울산, 군산, 대전, 춘천, 아산, 용인 산단내 신규투자 예정인 입주기업",2026,- 사업기간 : 2026,0,70099,"70,099","20,099|70,099|70,099|70,099|2,730|1,764|1,718|7,686",,지역지정,,"- `22. 8 ｢국가첨단전략산업법｣ 시행 - `22.12 국가첨단전략산업 특화단지 공모 (~‘23.2) - `23. 7 제3차 국가첨단전략산업위원회(국가첨단전략산업 특화단지 지정안* 등 의결) * 반도체(경기용인·평택, 경북구미), 디스플레이(충남천안·아산), 이차전지(충북청주, 경북포항, 전북새만금, 울산) - `24. 3 제5차 국가첨단전략산업위원회(특화단지별 기반시설 등 맞춤형 지원전략 마련) - `24. 6 제6차 국가첨단전략산업위원회(국가첨단전략산업 특화단지 지정안 등 의결) * 바이오(인천·시흥, 대전유성, 춘천·홍천, 전남화순, 안동·포항) - `25. 4 글로벌 반도체 경쟁력 선점을 위한 재정투자 강화방안 발표(산업경쟁력강화 관계장관회의) * 대규모 첨특단지 인프라 정부 지원한도 2배 상향 및 첨특단지 인프라 정부 지원비율 상향","① 오창테크노폴리스 일반산단 전기공급시설 확충 : (2025 본예산) 해당없음 → (2026) 2,730백만원 - (요구) 오창테크노폴리스 일반산단 전기공급 송배전선로(6km) 설치 비용 지원 - (산출) 공사비 등 2,730백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 ’25년 본예산 ’26년 예산 예산 산출내역 예산 산출내역 ○ 사업출연금(350-02) : 2,730백만원 2,730 - 해당사항 없음 가. 오창테크노폴리스 일반산단 전기공급시설 확충(2,730백만원) 백만원 ㆍ 공사비 등 : 7,000백만원×40% - 70백만원(기평비) ② 울산하이테크밸리일반산단 도로확장 : (2025 본예산) 해당없음 → (2026) 1,764백만원 - (요구) 울산하이테크밸리일반산단 도로확장(587m) 비용 지원 - (산출) 공사비 등 1,764백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 ’25년 본예산 ’26년 예산 예산 산출내역 예산 산출내역 ○ 사업출연금(350-02) : 1,764백만원 - 해당사항 없음 1,764 백만원 가. 울산하이테크밸리일반산단 도로확장(587m)(1,764백만원) ㆍ 공사비 등 : 3,617백만원×50% - 45백만원(기평비) - 1566 - ③ 새만금국가산단 전기공급시설 확충 : (2025 본예산) 해당없음 → (2026) 1,718백만원 - (요구) 새만금국가산단 전기공급 송배전선로(1.8km) 설치 비용 지원 - (산출) 공사비 등 1,718백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 ’25년 본예산 ’26년 예",1574,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf),3._2026년_국회확정_공통요구자료(Ⅱ-1)_산업성장실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
